word_id,anchor_word,audio_file_url,word_length,created_at,updated_at
1046,restore,audio/restore.wav,7,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1047,acclaim,audio/acclaim.wav,8,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1048,resource,audio/resource.wav,9,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1049,dumbfound,audio/dumbfound.wav,7,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1050,fluster,audio/fluster.wav,10,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1051,vulnerable,audio/vulnerable.wav,6,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1052,plight,audio/plight.wav,8,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1053,velocity,audio/velocity.wav,8,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1054,confront,audio/confront.wav,7,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1055,violate,audio/violate.wav,8,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1056,insulate,audio/insulate.wav,6,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1057,modify,audio/modify.wav,6,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1058,leeway,audio/leeway.wav,9,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1059,obnoxious,audio/obnoxious.wav,7,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1060,citadel,audio/citadel.wav,8,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1061,guardian,audio/guardian.wav,9,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1062,introduce,audio/introduce.wav,6,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1063,barren,audio/barren.wav,8,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1064,prohibit,audio/prohibit.wav,10,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1065,exaggerate,audio/exaggerate.wav,8,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1066,vanquish,audio/vanquish.wav,10,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1067,delectable,audio/delectable.wav,7,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1068,inkling,audio/inkling.wav,7,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1069,degrade,audio/degrade.wav,9,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1070,ferocious,audio/ferocious.wav,6,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1071,allege,audio/allege.wav,10,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1072,subsequent,audio/subsequent.wav,9,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1073,pseudonym,audio/pseudonym.wav,9,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1074,fluctuate,audio/fluctuate.wav,7,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1075,precise,audio/precise.wav,10,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1076,contagious,audio/contagious.wav,8,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1077,impunity,audio/impunity.wav,10,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1078,dissension,audio/dissension.wav,9,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1079,impromptu,audio/impromptu.wav,8,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1080,intrigue,audio/intrigue.wav,8,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1081,ceremony,audio/ceremony.wav,6,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1082,haggle,audio/haggle.wav,6,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1083,tycoon,audio/tycoon.wav,6,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1084,assert,audio/assert.wav,6,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1085,marvel,audio/marvel.wav,6,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1086,dispel,audio/dispel.wav,10,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1087,personable,audio/personable.wav,8,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1088,pedestal,audio/pedestal.wav,6,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1089,harbor,audio/harbor.wav,9,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1090,irascible,audio/irascible.wav,10,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1091,capitulate,audio/capitulate.wav,9,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1092,impartial,audio/impartial.wav,8,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1093,garrison,audio/garrison.wav,6,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1094,ghetto,audio/ghetto.wav,8,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1095,ultimate,audio/ultimate.wav,9,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1096,intervene,audio/intervene.wav,10,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1097,accelerate,audio/accelerate.wav,6,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1098,appeal,audio/appeal.wav,8,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1099,splendor,audio/splendor.wav,7,"2026-01-18 17:27:20","2026-01-18 17:27:20"
1100,garland,audio/garland.wav,0,"2026-01-18 17:27:20","2026-01-18 17:27:20"
